komentar,timestamp,sentiment
bg lu cape ya,2025-01-04 03:08:38+00:00,netral
tolong pak permudah cari pekerjaan 🙏 masak loker persyaratannya harus good looking 😅 emng yang jelek gk butuh kerja ngapa,2025-01-04 00:04:43+00:00,negatif
"Bunga melati mekar berseri, warna putih harum mewangi, penghargaan untuk para pemimpin negeri, merah putih tetap tegak berdiri",2025-01-03 19:32:26+00:00,positif
"min apakah gajih rata rata Indonesia tidak akan naik? dari yang 1-5juta itu rata rata nya, jadi 20-25 gitu rata rata nya😁",2025-01-03 16:05:27+00:00,negatif
"Capt nya udh jelas banget, awas aja ya kalo pada ngga ngerti 🫵🏻",2025-01-03 14:11:51+00:00,netral
min bisa donasi pada Palestina gak😓,2025-01-03 11:07:33+00:00,netral
min apakh puasa libur 1 bulan,2025-01-03 11:01:05+00:00,negatif
turunin harga seblak boleh kaliii🗿,2025-01-03 10:44:09+00:00,negatif
Semangat Bapak Prabowo kami selalu mendukung & mendoakan Bapak semoga selalu diberikan kesehatan & keselamatan aamiin,2025-01-03 09:21:12+00:00,positif
"kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku",2025-01-03 08:35:34+00:00,negatif
"kayu=5th
ayam=7th
300T=6,5th
🗿🗿🗿🗿🗿🗿",2025-01-03 08:26:04+00:00,negatif
kembalikan admin gerinda yang dulu......,2025-01-03 07:46:58+00:00,positif
2025 ganti rakyat,2025-01-03 00:26:27+00:00,positif
"@dan.:kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku",2025-01-02 23:20:50+00:00,negatif
yang masih percaya sama gerinda dan pak Prabowo silahkan merapat yang tidak silahkan pergi👇👇👇👇👇👇👇👇,2025-01-02 20:45:19+00:00,negatif
@🗯️ @👻 @Kaizanz ★ @🥷 @adly.mumtaz  bnyak bat hoax coo katanya ga jadi eh di pusat jadi,2025-01-02 19:39:53+00:00,negatif
kalo wifi gmn min soalnya kmrn ada info kena ppn 12%,2025-01-02 16:10:48+00:00,netral
pak prabowo minta diamond free fire dobg plisss,2025-01-02 15:16:01+00:00,positif
bansos klu bisa di telusuri lagi min.. lha rmahe bagus ber ac kendaraan banyak kerjaan enak masih zha dapat bansos..,2025-01-02 14:33:58+00:00,netral
"kenyataan di lapangan beda😌 tepung,susu,sabun,minyak,gula telor naik",2025-01-02 14:07:28+00:00,negatif
intinya gini min pengguna wiffi udah ada pemberitahuan pajak naik12% jadi gimnh...tuh .....naik apa kaga pajak nya ..,2025-01-02 14:06:42+00:00,negatif
"Pajak Naik,BBM (Pertamax) Naik. Argo Driver Ojol Turun Min. dan nyata nya di lapangan semua ikut naik. Daya Beli Masyarakat Menengah Ke bawah pasti turun min. bantu ddk perkra mslh ojol min🙏",2025-01-02 13:59:42+00:00,negatif
Min kalo ada tempat yg menaikkan harga barang pokok dgn alasan pajak naik apakah boleh kita laporkan?kira2 bisa dilaporkan kemana ya min,2025-01-02 13:16:14+00:00,negatif
kunyalakan speaker bluetooth buat putar ni video biar suamiku si anak abah terdiam😡,2025-01-02 12:59:35+00:00,negatif
Makasih bpk saya dapat diskon Token listrik 50%🥰,2025-01-02 12:57:21+00:00,positif
"yg naik barang mewah kok.. aku kerja d retail. seperti Smart lock, smart home, diatas 1jt rata2 naik. di bawah harga itu gak naik kok. tapi Krn media menggiring opini.",2025-01-02 11:51:51+00:00,negatif
min puasa sekola libur gak,2025-01-02 11:31:08+00:00,negatif
BBM tetap naik pak apakah juga barang mewah?,2025-01-02 11:17:59+00:00,negatif
"knpa di tiket pesawat nya naik 50% pas turun nya cuma 10% min ,sudah nyaman kali mereka jual tiket pesawat domestik dengan harga mahal ,sedangkan tiket pesawat luar negri murah nya luar biasa",2025-01-02 10:39:30+00:00,negatif
loh min top up game ko pada naik? afakah kena juga?,2025-01-02 10:37:17+00:00,netral
min ilangin itu syarat bekerja yg ada max umur nya😭,2025-01-02 10:08:28+00:00,netral
"kayu = 5th
ayam = 7th
300T = 6,5th🤣",2025-01-02 07:19:42+00:00,negatif
ini emng bener harus ganti rakyat,2025-01-02 06:44:15+00:00,positif
gk kerasa perabowo udh 1 tahun jadi presiden,2025-01-02 06:22:05+00:00,positif
berat badan saya kok ikut naik minn😭,2025-01-02 06:12:29+00:00,netral
tapi kok biaya surat keterangan lulus tes bahasa di kampusku naik jadi 12% ya🥹,2025-01-02 05:58:06+00:00,negatif
"pak disini minyak naik lagi naik lagi, baru juga kemarin naik, eh di naikin lagi knp yak pak, ga sampe satu bulan udh naik lagi ini minyak",2025-01-02 05:49:33+00:00,negatif
"min,hari ini ak byr listrik meteran kwh900 biasanya byr 300rb'an kog skrg jadi naik byr 500rb'an,ak jadi kaget banget sumpah😭,jadi setengah jt...katanya diskon 50%,januari-febuari. Semoga dibls.",2025-01-02 05:33:51+00:00,negatif
pentingnya membaca caption,2025-01-02 04:34:35+00:00,positif
min didesa ku baru aja ada info kalau yang tahun kemarin dapat sembako beras 10kg tahun ini ada pengurangan dari pusat diubah lagi dan katanya belom tentu sebulan sekali dapatnya.. apa bener sepertitu,2025-01-02 03:04:06+00:00,negatif
menuju generasi emas,2025-01-02 02:34:33+00:00,positif
min top up in epep ku minn🗿,2025-01-02 02:33:55+00:00,positif
"min trs dipasar udah pada naik gimana?
mana minyak pas awal 2024 cuman 20-25k pas denger info ppn jadi 40 an🗿",2025-01-02 00:05:30+00:00,negatif
2025 gnti rakyt🤣,2025-01-01 22:44:15+00:00,positif
sudah lega masalah PPN skrng lanjut 271T min,2025-01-01 22:33:55+00:00,negatif
2025 ganti rakyat😭😭,2025-01-01 21:05:29+00:00,positif
Sehat selalu bapak negara,2025-01-01 20:59:53+00:00,positif
jelasin sampe detail min biar kita sambil belajar ga cuman bisa komentar doang☺🙏,2025-01-01 18:01:21+00:00,netral
@pp ramadhan:assalamualaikum pak apakah sekolah akan diliburkan1bulan penuh saat bulan Ramadhan,2025-01-01 17:45:40+00:00,negatif
admin gerindra tanda baca titik koma nya diperhatikan coyy,2025-01-01 17:29:06+00:00,negatif
"kalo untuk menjalankan uu no 7 tahun 2021 tentan hpp, kenapa ga pake pasal 7 ayat 3 dan 4 untuk tetepin ppn jadi 11% ya? bahkan disitu bisa disesuaikan mulai dari 5% sampai dengan 15%",2025-01-01 16:26:08+00:00,negatif
pak presiden perekonomian sembako melonjak pak naik semua 😭kasihani kami pak rakyat kecil🙏,2025-01-01 16:07:35+00:00,negatif
"mending naik gunung , #turunkan harga tiket masuk taman nasional",2025-01-01 15:34:09+00:00,negatif
mie gacoan sekarang ada pajak nya anj,2025-01-01 14:59:19+00:00,netral
"tuh netizen dan buzzer kalo denger apa2 sampe selesai ya , Kelian kadang berita belum tuntas udh main komentar buruk aja , marilah kita jadi masyarakat yg mendukung pemerintah kita , PRABOWO MY JENDRAL LEGEND 🥰🥰🥰",2025-01-01 14:34:44+00:00,negatif
"minnnn ,aku sebagai petani tolong harga obat2tan di turunkan min. mahal sekali harga nya",2025-01-01 14:17:30+00:00,negatif
Katanya ppn hanya untuk barang mewah saja tapi top up game 16rb aja kena pajak 12% hadeh,2025-01-01 13:57:12+00:00,netral
ppn 12% hanya berlaku kepada barang mewah minimal 30 miliar ya?,2025-01-01 13:37:06+00:00,negatif
Seharusnya sosialisasi ini 2 minggu lalu min biar gak simpang siur. Skrg malah makanan warung pada dinaikin dari agen. Agen bilang naik dr distributor. Jd berantakan.,2025-01-01 13:29:58+00:00,negatif
"terima kasih bapak presiden.
semogaa bapak selalu sehat, selalu dalam lindungan Allah SWT.sehat sehat bapak presiden Indonesia.",2025-01-01 13:22:33+00:00,positif
sabar ya min 🗿,2025-01-01 13:12:47+00:00,netral
"kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku🔥🔥🔥",2025-01-01 13:10:27+00:00,negatif
"tolong perhatikan buruh outsorsing pak presiden,,🙏😭
suami saya hanya supir pergi pagi pulang terkadang smpe jm 12 mlm tp hitungan lemburny gk sesuai😭",2025-01-01 12:40:35+00:00,negatif
"Izin bertanya min. Di caption dikatakan bahwa ppn kendaraan bermotor juga naik. Apakah motor dengan harga kurang dari 30jt (kredit) juga termasuk, min? Terimakasih 🙏🏻🙏🏻",2025-01-01 12:11:42+00:00,negatif
"buat Satgas dan Posko PPN 12%,...
min ingat cerita KUR, wacana di atas bagus bgt, tapi karena gk ada POSKO/SATGAS KUR, smpe d bwh jd KRDT GK USH BAYR",2025-01-01 12:10:13+00:00,negatif
"gua udh tau kalo ppn buat barang mewah tapi anak abah koar"" anj lah🗿🤣",2025-01-01 12:00:43+00:00,negatif
"admin
tolongin teman Bus Makassar
arah ke Bamdara sultan hasanuddin dan stasiun Mandai di hilangkan
kasihan kami yang pekerja
yg menggunakan kesulitan sdh 2 hari",2025-01-01 11:36:59+00:00,negatif
pak bulan puasa apa libur 1 bulan penuh,2025-01-01 11:22:38+00:00,negatif
"@kriee.07:capek banget jadi admin Gerindra, semuanya harus di jelasin ke masyarakat 🤣",2025-01-01 11:00:40+00:00,negatif
sampe panjang lo mimin nya ngetik supaya kalean gak slah eh masih aja ada yg gak paham,2025-01-01 10:54:51+00:00,negatif
"gwa tau kalau ppn 12 % itu bukan usulan dari pak Prabowo, melainkan dari gol merah kala itu.. pak Prabowo hanya menjalankan ketetapan yang harus dijalankan karna peraturan ppn 12% sudah disepakati oleh DPR dan MPR sejak 2021. 😁",2025-01-01 10:05:24+00:00,negatif
doa terbaik untuk bapak presiden tercinta 🥹🫡,2025-01-01 08:45:29+00:00,positif
"Prabowo p nya apa
pria sejati
pria jujur
pria pekerja keras
pria menepati janji kepada rakyatnya
🙏🙏",2025-01-01 08:39:34+00:00,netral
kata ibuku kmrn lombok naik min. tapi yang lebih parah bukan itu. pasar tradisional sekarang sepi banget min. ngelu aku min sbg pedagang duh duh 😭,2025-01-01 08:35:44+00:00,negatif
"Harga harga di pasar pasti ikutan naik, karena banyak yg blm ngerti ppnbm itu apa.. pasti ada aja miss komunikasi di lapangan nya",2025-01-01 08:29:48+00:00,negatif
Ga kerasa pak Prabowo udah setahun jadi presiden.,2025-01-01 08:01:19+00:00,negatif
"apa mereka ga ngerti ya afek timbal balik,, 🤣🤣",2025-01-01 07:43:32+00:00,negatif
"semoga pemerintahan sekarang tetep memintangkan Rakyat,, dan bukan untuk penjabat seperti seblumy 🤲🤲🤲 sehat selalu pak presiden prabowo",2025-01-01 07:32:11+00:00,negatif
tapi minyak goreng ikut2an naik harga nya 😭,2025-01-01 07:13:10+00:00,negatif
silent repost 🙏🙏🙏yg benci bakal ttp benci,2025-01-01 06:41:54+00:00,positif
yang protes ppn 12% mau beli jet pribadi ?,2025-01-01 06:32:06+00:00,negatif
Gimana kalo pajak ekspor impor? Pengen terjun tapi selalu di takuti cukai 🥺,2025-01-01 06:08:45+00:00,negatif
admin nya rajin bgt blsin komen 🤣🤣🤣,2025-01-01 06:08:17+00:00,netral
Tp kok top up kena pajak 12% bang Gerindra?,2025-01-01 06:05:05+00:00,negatif
iphone naik jga ga? itu termasuk barang mewah gasi😭,2025-01-01 05:40:21+00:00,negatif
terima kasih pak presiden 🥰,2025-01-01 05:23:09+00:00,positif
perlahan lahan semua aduan gercep bgt dan pemerintah tau trend issue yang di khawatirkan masyarakat,2025-01-01 05:17:33+00:00,negatif
Turunkan harga shuttlecock pak,2025-01-01 05:12:05+00:00,positif
"gak papa min
yg penting Pertamax dan pertalite harga nya udah turun😍 thanks you",2025-01-01 05:10:35+00:00,positif
"sehat slalu pak 🤲🙏
meski masih bnyk rakyat mu yg SDM rendah blm bisa bersyukur, tp kami yg mengerti sangat² berterimakasih atas smua yg tlah bapak lakukan untuk rakyat Indonesia.",2025-01-01 05:00:24+00:00,positif
"Mindra, aku dapet email dari Megavision PPN naik 12% dan nominal tagihan sudah termasuk PPN 12% perhari ini. apakah wifi termasuk jasa mewah? udah komplen ke akun megavision belum di respon juga..",2025-01-01 04:57:26+00:00,negatif
MIN MABAR ML YUK -1 ROAM NIH,2025-01-01 04:50:05+00:00,negatif
SEMANGATTT MINNN 🔥🔥🔥🔥🔥,2025-01-01 04:45:56+00:00,negatif
harus apakan ini presiden kita😾,2025-01-01 04:44:56+00:00,positif
min pajero atau fortuner? 😁,2025-01-01 04:25:40+00:00,negatif
"coba di kroscek kembali pak, apa betul pajak 12% hanya berlaku untuk barang kategori mewah, soalnya harga motor naik semua, apakah motor termasuk kategori barang mewah??🙏🙏🙏",2025-01-01 04:21:55+00:00,negatif
"maaf min. kalau yang di caption nya ada harga yang yang tadi nya tidak kena PPN 12% itu. trus naik dan ikut PPN itu. gimana tuh. misal bahan pokok lah. terutama beras . yang tidak naik harga. jadi naik. karna dengar isu naik PPN naik, padahal si beras tidak naik. tapi dia ikut naik PPN nya.",2025-01-01 04:08:25+00:00,negatif
2025 GANTI RAKYAT PLISSS🙏🙏🙏,2025-01-01 04:03:59+00:00,positif
tapi kok udha banyak barang sembako pada naik. conth minyak goreng,2025-01-01 03:57:01+00:00,negatif
"min barang mewah itu hanya di beli orang kaya, lalu orang kaya itu pendapatan nya dari berjualan. lalu apakah tidak memungkin kan untuk orang kaya itu menaikan harga produk mereka ? mohon bimbingan ny",2025-01-01 03:47:51+00:00,negatif
"tapi mim, disini info harga tetap naik karena UMR naik, sedangkan aku ni bukan ASN ataupun pegawai swasta..",2025-01-01 03:43:38+00:00,negatif
terus klo yang kenaikan pajak bermotor yg ada 7 pajak dan klo kendaraan baru ada 9 pajak yg dinaikkan menjadi 66% itu gmn? tolong bantu dijelaskan dong @gerindra 🙏🏻🙏🏻,2025-01-01 02:27:12+00:00,negatif
minyak goreng udah naik aja tu pak di pasar 😭,2025-01-01 02:26:48+00:00,negatif
gua malah lebih pokus bacain komentar mindra kasian banget kaya nyesek gitu nahan sabar sabar iya minda😂🥺,2025-01-01 02:18:42+00:00,negatif
sehat2 dan panjang umur selalu bapak 🤗🥹,2025-01-01 02:18:22+00:00,positif
min kenapa gaji saya kena potongan pajak gede ya🥺 saya kerja di outsourcing @Muhammad Helmi @Agung Rhiyadii @babyyyysh @Tiaaaa🐣 @AyyuRinconaldi @Ayana10,2025-01-01 02:16:11+00:00,netral
"6,5th bagaimana?!",2025-01-01 02:12:12+00:00,positif
ada yg tolak PPN 12% tapi ikut berburu subsidi listrik 50% 🤣,2025-01-01 02:08:02+00:00,negatif
"terimakasih Infonya min... banyak beredar VT kenaikan pajak 12% itu diplintir untuk semuanya, ternyata setelah tau viti ini, lega rasanya🙏",2025-01-01 02:07:45+00:00,negatif
"Lope yu min, selamat taun baru. Ada kue ga?",2025-01-01 02:05:44+00:00,negatif
masyaAllah terima kasih pakkk,2025-01-01 01:50:36+00:00,negatif
"sehat""ya pak,semoga bpk pajang umur dan dlm lindungan Allah swt🤲",2025-01-01 01:31:39+00:00,negatif
maaf min untuk penerima sembako yg 16 jt org itu. itu udh termasuk data yg bulan desember kemarin yang dapat apa ada perubahan min,2025-01-01 01:25:55+00:00,negatif
MALU GAK LU YANG KOAR KOAR SAMPE DEMO KEMARIN? HAHAHAHAHA,2025-01-01 01:19:23+00:00,negatif
"mau harga pupuk padi sepadan dengan harga jual pas panen raya padi nya ajah, saya anak petani suka kasian kalo liat orang tua panen tapi harga padi nya GK sepadan dengan harga pupuk dll",2025-01-01 01:13:33+00:00,negatif
Turunkan harga kuota XL pakkk prabowooo,2025-01-01 01:06:07+00:00,negatif
"Saya toko grosir, Tapi hampir semua agen distributor PPN naik menjadi 12%",2025-01-01 00:42:00+00:00,negatif
@ㅤaman,2025-01-01 00:32:45+00:00,positif
min mau tanya apakah ppnbm ini tidak akan merembet ke barang kecil takut nya lambat Laun barang kecil di ikutkan dalam ppn 12%,2025-01-01 00:20:20+00:00,negatif
tiba² banyak yg gabisa baca min🤣🤣,2025-01-01 00:17:52+00:00,negatif
🥰🥰🥰,2025-01-01 00:15:48+00:00,positif
"kira2 bakal ada efek domino nya gak min, yg menyasar ke bahan2 pokok",2025-01-01 00:06:36+00:00,negatif
"Admin mohon ijin saran: hasil pajak juga diberi perhatian khusus untuk orang sakit , difabel fakir miskin terlantar sangat banyak.",2025-01-01 00:03:38+00:00,negatif
"baru saja lewat fyp gue, beras kena PPN min !😭",2024-12-31 23:54:22+00:00,positif
"plis laa cape aku liat komen"", jadi warga indonesia yang lebih banyak pengetahuan, jangan jadi sdm yang rendah, disekolahin susah susah masa ga ngerti sistem gini☺️🙏",2024-12-31 23:37:00+00:00,netral
Yaallah untung gapernah koar2 soal ppn. karna simpang siur berita yang beredar sebelumnya. syukur😭,2024-12-31 23:18:41+00:00,negatif
"Banyak yg ambil momentum disini,terutama pengusaha..pajak belum naik aja dagangan yg mereka jual udah naek dulu di pertengahan desember😂",2024-12-31 23:18:39+00:00,negatif
Min pliss ini udah tgl 1 tadi aku mau isi token listrik 200 rb kayak biasa gaada potongan 50% kayak simulasi yg dijelasin min🥺,2024-12-31 23:18:16+00:00,negatif
"pak Prabowo saya coblos anda wkt pemilu, jangan bikin saya patah hati ya",2024-12-31 23:11:58+00:00,negatif
@bimo:2025 ganti rakyat🗿🗿🗿 presiden udah bener tinggal rakyatnya aja yg blm,2024-12-31 23:09:36+00:00,negatif
2025 ganti rakyat,2024-12-31 20:50:48+00:00,positif
selamat datang 2025 dan selamat datang juga era keluar uang lebih banyak,2024-12-31 20:27:25+00:00,negatif
penanaman modal ga di bahas min?,2024-12-31 20:07:54+00:00,netral
"min turunin rokok surya min, kemahalan soalnya😂😂",2024-12-31 20:06:43+00:00,positif
"sama aja min, nyatanya nanti cek aja di lapangan bener gak cuma barang mewah..?",2024-12-31 19:53:24+00:00,negatif
"Keren pak. Masyarakat kita aja emg kaga jelas banyak mau, banyak ngeluh tanpa baca informasi yg emg fakta alias menolak fakta, nuduh sana sini sangkut pautin hal2 gajelas.",2024-12-31 19:37:18+00:00,negatif
tpi ttp ae beras naik min di pasar beli,2024-12-31 19:37:05+00:00,negatif
Min aku jomblo,2024-12-31 19:29:55+00:00,positif
slamat tahun baru min:),2024-12-31 19:16:40+00:00,positif
"siap kasih kegrup kluarga seklian mau ku recal""lin pendukung abah 🗿",2024-12-31 19:11:56+00:00,negatif
@Fathul akbar amroini @Pica @N¥1985 send teros ke grup 🤭🤭🤭,2024-12-31 19:08:46+00:00,negatif
Sehat selalu bapak presiden ku❤️🫡,2024-12-31 19:08:13+00:00,positif
"Aku mah ga mau protes, pasti ada tujuannya juga untuk kebaikan negeri ini🙏",2024-12-31 19:00:45+00:00,negatif
turunkan harga gacoan,2024-12-31 19:00:37+00:00,negatif
Jogetin ajah oke gas oke gas🤡,2024-12-31 18:57:26+00:00,netral
"lawak sih rakyat nya pak tinggal dibenerin minim membaca cuma fomo lagi 🤭 jelas2 di caption tertera dengan jelas ppn yang masih 0% dan ppn yang naik,baca dengan seksama sebelum ngomen 🤭🤭",2024-12-31 18:52:51+00:00,negatif
"Saya gajian d potong 600k nyesek sih alasan nya pajak taunan,dan dari ribuan karyawan potongan nya beda beda ga merata",2024-12-31 18:50:55+00:00,negatif
bukanya setiap ada event bulanan pada naik?kaya natal lebaran puasa dll,2024-12-31 18:39:04+00:00,negatif
"bnyak yg gagal paham min🤣, maklum masyarakat skrng 🤣🤣🤣",2024-12-31 18:38:15+00:00,negatif
"mimin gerindra gk ada niatan kh buat ngurangin tuh harga barang elektronik
gua mau beli pc mau jadi gamer🤣🤣",2024-12-31 18:13:38+00:00,negatif
"Min i love you, semoga admin gerindra selalu dalam lindungan Allah dan sehat selalu.Salam dari warga daerah NTB,Lombok🤲🏻🇲🇨🤍",2024-12-31 18:11:21+00:00,positif
"Makasiii banyak min, penjelasan nya super lengkap. Semoga ga ada yg salah informasi lagi😭",2024-12-31 18:07:23+00:00,positif
"min, sarangbeoooo 🤏🫶",2024-12-31 18:00:44+00:00,netral
2025 GANTI RAKYAT,2024-12-31 17:54:34+00:00,positif
"wifi mnc naik tuh, udah dikirim edaran nya di Gmail. jadi 12%",2024-12-31 17:50:33+00:00,negatif
min ga taun baruan?,2024-12-31 17:45:31+00:00,netral
salam hormat BPK presiden selamat tahun baru 2025 sukses kabinet merah putih,2024-12-31 17:44:41+00:00,positif
min cape ga? tahun ini ganti rakyat aja yah?,2024-12-31 17:44:26+00:00,negatif
tapi ada edaran kenaikan ppn dari suplier barang untuk perusahaan saya,2024-12-31 17:39:13+00:00,netral
"undah di jelasin panjang lebar, sampe"" di ketik segitu banyaknya, masi aja pada ini itu ini itu, memang warga++",2024-12-31 17:30:12+00:00,negatif
TikTok kenapa jarang free ongkir ya min?,2024-12-31 16:57:37+00:00,negatif
komen ah siapa tau udah 1thun lebih disini🗿,2024-12-31 16:46:29+00:00,positif
"kalo yg sewa kapal pesiar boss utama indomaret gimana min?
Dalam hati boss indomaret: kok harga sewanya jadi naik ya(bergumam dalam hati)?, kalau begitu pemasukan saya juga perlu naik ini 😱",2024-12-31 16:45:08+00:00,negatif
"komen ah biar satu tahun lalu
gini kan min😅",2024-12-31 16:39:49+00:00,positif
komen ah biar 1 tahun yg lalu😹,2024-12-31 16:34:37+00:00,positif
"sbenarnya ini sudah sgt bijaksana
tpi org2 yg pny brang mewah pastiny jga ga mau rugi dg knaikan ppn 12%
smisal bos minyak goreng, ad bnyak aset dan barang mewah ppnny naik 12% alhasil mmutuskan untuk",2024-12-31 16:32:55+00:00,negatif
oke min info diterima. Saya perwakilan desa Cikande Kec. Jayanti akan menyebarkan informasi ini☺️👍🏻,2024-12-31 16:31:59+00:00,netral
"alah min terserah, mau bagaimana pun tetep jadi tukang bangunan, gak punya sawah dan kebon gak dapat bpnt dan pkh, sampai anak dua, malah yang dapat"" kebon cengkeh banyak sawah banyak,",2024-12-31 16:30:52+00:00,negatif
Min kultifasi udah sampe mana ?,2024-12-31 16:29:13+00:00,negatif
"hrsnya udh jls bgtt inii, tp knp ya di desa khususnya desa ku dan lingkungan rantau ku semuanya jadi naik bahkan sembako dan lpg (yg kutau) per januari naik, mungkin perlu ada perluasan berita lg",2024-12-31 16:28:38+00:00,negatif
dahla gaji ku tetap kenak 12% buat bayar anak Abah tak apala,2024-12-31 16:21:36+00:00,negatif
"apaan min di daerah saya cabe beli goceng dikit bgt sekarang, kata abangnya pada naek semuah buk",2024-12-31 16:17:57+00:00,negatif
mlh smua bhan untuk jualan naik semua 🤣🤣🤣,2024-12-31 15:59:17+00:00,negatif
udh pak jangan banyak-banyak nanti anak Abah makin panas🔥,2024-12-31 15:57:41+00:00,netral
"sehat selalu bapak,,,semoga dijauhkan dari orang² yg dzolim🤲😇",2024-12-31 15:53:31+00:00,positif
"pro n kontra pasti ada tp sy pribadi tetap berada di depan beliau karena mmg beliau org yg sgt komitmen,.",2024-12-31 15:49:27+00:00,netral
tidak pernah ada kata menyesal saya menitipkan suara sya ke bapak prabowo dan mas gibran dlm pemilu kemarin,2024-12-31 15:38:40+00:00,negatif
admin gerinda bales komen org akan menjadi 1 tahun yg lalu bener kan min,2024-12-31 15:37:15+00:00,negatif
"minnndraa🥰🥰 pokoknya terbaikk,, aku percaya bapak kita sudah berusaha yg terbaik buat rakyat Indonesia 🥰 sehat"" bapakku🫶🔥🥰",2024-12-31 15:35:11+00:00,positif
"kayu = 5th
ayam = 7th
300T = 6,5th
menyala negri ku",2024-12-31 15:27:47+00:00,negatif
"Sembako naik bukan karena ppn ya adik adik, di pantau tahun tahun sebelum nya, kalo tahun baru, atau ramadhan memang sudah begini, tunggu sampe selsai kalo masih naik baru ngejudge.",2024-12-31 15:27:42+00:00,negatif
halo min ini grab merchant resto makan ada pengumuman kalau januari mau naik ppn ke 12 % apa grab merchant sudah masuk barang mewah? terima kasih.,2024-12-31 15:26:47+00:00,negatif
"ppn mau naik
semua demi negara...saya hanya mohon pada negara tolong tetap utuh😊😊😊",2024-12-31 15:25:35+00:00,negatif
"Cuman caption Gerindra doang yang aing baca sampai selesai,Selain dari ini males 🤣
Sehat selalu Pak Prabowo Subianto 😍",2024-12-31 15:22:05+00:00,positif
ff atau ml nih min?,2024-12-31 15:15:46+00:00,negatif
ahhh yang bener min ini real atau madrid,2024-12-31 15:12:26+00:00,netral
jadi ngebayangin gimana kalo Abah yang jadi🗿,2024-12-31 15:09:12+00:00,negatif
"Min knpa crypto harus kena juga sih🗿, masak tiap hari bayar 12%",2024-12-31 15:06:46+00:00,negatif
min lop yu,2024-12-31 15:06:08+00:00,negatif
@......:komen ah biar 1thn yang lalu🗿,2024-12-31 15:03:10+00:00,negatif
min tolonglah subsidi bbm juga buat ojol . masa subsidi bbm cuma buat plat kuning/angkutan kota. kan driver ojol langsung kena potongan ppn dari setiap perjalanannya .,2024-12-31 14:29:58+00:00,negatif
"Harga air mineral aja naik, apalagi bahan pokok dipasar🥹 kami yg buka rumah makan di daerah kabupaten, susah utk menaikan harga makanannya, takutnya daya beli masyrakat semakin menurun.",2024-12-31 14:26:26+00:00,negatif
"tiket bus naek 30k cuy, kmrn ke Jogja dari Karawang 280k, padahal sebelumnya 250k, ga kebayang lebaran nanti berapa 300k mungkin bisa aja😂😂😂",2024-12-31 14:26:11+00:00,negatif
min harga normal gas yang ijo tuh berapa sih,2024-12-31 14:25:50+00:00,negatif
2025 ganti rakyat 🔥🔥,2024-12-31 14:25:21+00:00,positif
"Bapaaaaak jaga Kesehatan ya 🥺🙏🙏🙏🙏🫶
Trimakasih Bpk Presiden dan Kabinet Merah Putih 🙏🙏🙏🫶",2024-12-31 14:22:55+00:00,negatif
klo pajak mau bli game atau top up tetep kan? 🥺🙏,2024-12-31 14:22:29+00:00,negatif
minn tandaiiin aku bakal balik tahun depannn😗,2024-12-31 14:19:55+00:00,negatif
"selama masih ada rezeki buat beli ga masalah sebenernya..banyak yg jajan bakso melebihi harga beras aja masih mampu,cuma yaa gitu kadang2..buat kebutuhan pokok mah banyak yg perhitungan",2024-12-31 14:19:48+00:00,netral
"min tolong PKH orang tua saya diblokir cuma karna gara2 gak milih kepala desa yg sekarang 😭
gk cuma itu aja semua yang berbaur sama semua bantuan di blokir min udah 6 tahun 🥹
padahal kmi org susah😭",2024-12-31 14:18:29+00:00,negatif
admin gerindra gawe. demi menjelaskan ke masyarakat kita yg tercinta 🥰,2024-12-31 14:17:53+00:00,positif
"Kadang org org aneh, misal ada satu bahan/barang yg naik dikit semua langsung dinaikkan tidak terkecuali. Pas satu bahan itu turun, ga turun lg samsek, pdhal nilai tukar rupiah diluar ttp segitu, ga turun, tp barang didalam negeri tiap tahun atau tiap bbrp bulan ada aja penaikan. Tolong min ini ulah kartel atau gmn? Kek kontol ni kalo emg ada permainan kartel",2024-12-31 14:15:49+00:00,negatif
"tapi kenapa dipasar2 udah pada naik harga mindra, kmrn pas Natal aku belanja snack naik hrg kata penjualnya krn pajak naik 12%, ga bisa berkata2 lagi dah",2024-12-31 14:15:31+00:00,negatif
"BARANG MEWAHHHH RAKYATTTT🥳🥳🥳🥳,LOVE U PA WOWO🥰,tetep bisa beli gacoan ppnnya 11% kan ya 🥰",2024-12-31 14:11:37+00:00,positif
"Mendukung sepenuhnya kebijakan pemerintahan beliau , sing penting bahan pokok jangan awis awis . Harga murah masyarakat bahagia min",2024-12-31 14:06:18+00:00,positif
"minta loker lah min sama bapak. biar orang tua saya bisa pulang ke kampung dan gk bertahun-tahun mencari nafkah di negara orang terus..
loker sekarang pakai batasan usia min.",2024-12-31 13:56:31+00:00,negatif
min @gerindra capek ga? sehat sehat yaaa min :),2024-12-31 13:54:33+00:00,positif
"min,saya mau bertanya boleh? saya kan sempat berdebat sama ayah saya min,terus dia bertanya apakah hukum itu ada atau engga? saya jawab ada min,terus ayah saya jawab tidak ada,terus dia ambil contoh",2024-12-31 13:53:47+00:00,negatif
min kenapa harga kopi pada naik,2024-12-31 13:52:44+00:00,negatif
